VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract
JHMZC5F18J;King;Seattle;WA;98108;2018;HONDA;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;47;0;11;5012206;POINT (-122.3268963 47.5499519);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033011200
WBY2Z2C5XE;Kitsap;Kingston;WA;98346;2014;BMW;I8;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;0;23;108870877;POINT (-122.50156 47.8019);PUGET SOUND ENERGY INC;53035090102
5YJXCDE22J;Clark;Vancouver;WA;98682;2018;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;17;218012749;POINT (-122.5146473 45.67862);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040712
WAUFJBFW4N;King;Bellevue;WA;98004;2022;AUDI;E-TRON GT;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;198395753;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024001
KNDCM3LD4M;King;Seattle;WA;98112;2021;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;43;152406551;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006400
1N4AZ1CV4M;Clark;Vancouver;WA;98685;2021;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;18;172371062;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040907
1N4CZ1CV9P;King;Seattle;WA;98144;2023;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;37;244847879;POINT (-122.30823 47.581975);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009500
KNDCR3LF3P;Cowlitz;Longview;WA;98632;2023;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;0;19;228621039;POINT (-122.9379953 46.1372997);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015000801
2C4RC1N77K;King;Bellevue;WA;98008;2019;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;39995;48;477655034;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023000
KNDCR3LF1P;Clark;Vancouver;WA;98685;2023;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;0;18;252483766;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040909
1G1RE6E4XE;King;Redmond;WA;98052;2014;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;48;237822777;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032331
WA1VCBGE5N;King;Kirkland;WA;98033;2022;AUDI;E-TRON;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;223873730;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022402
3C3CFFGE8J;King;Bothell;WA;98011;2018;FIAT;500;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;0;1;199082320;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021803
1GYKPPRK7R;Clark;Vancouver;WA;98685;2024;CADILLAC;LYRIQ;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;18;251255343;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040904
JM3KKEHA5R;Kitsap;Bainbridge Island;WA;98110;2024;MAZDA;CX-90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;23;258268363;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090700
KNDCR3L15R;King;Tukwila;WA;98188;2024;KIA;NIRO;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;11;258430700;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200
1G1RF6E46D;Clark;Vancouver;WA;98685;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;49;1562389;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040908
2C4RC1S78M;Kitsap;Port Orchard;WA;98367;2021;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;26;148510610;POINT (-122.6847073 47.50524);PUGET SOUND ENERGY INC;53035092902
KMHM54AC6P;King;Seattle;WA;98101;2023;HYUNDAI;IONIQ 6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;238636408;POINT (-122.335345 47.61079);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008300
1FTBW9CKXN;King;Kent;WA;98032;2022;FORD;TRANSIT;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;33;224346811;POINT (-122.235475 47.3809);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029203
JA3215H10C;King;Renton;WA;98058;2012;MITSUBISHI;I-MIEV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;62;0;11;193489117;POINT (-122.1298876 47.4451257);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025803
5YJSA1E16H;King;Medina;WA;98039;2017;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;210;0;48;349690680;POINT (-122.228025 47.61598);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033024200
JTMFB3FV5R;King;Bothell;WA;98011;2024;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;0;1;260041029;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021804
1G1FX6S05N;King;Bellevue;WA;98008;2022;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;169013141;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023000
JM3KKBHA9R;Kitsap;Poulsbo;WA;98370;2024;MAZDA;CX-90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;23;258095855;POINT (-122.64177 47.737525);PUGET SOUND ENERGY INC;53035090502
WBY33AW08R;King;Kirkland;WA;98034;2024;BMW;I4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;254806576;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022003
2C4RC1N72L;King;Shoreline;WA;98133;2020;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;32;128604353;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020301
WAUUPBFF4H;King;Enumclaw;WA;98022;2017;AUDI;A3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;0;31;128733594;POINT (-121.98953 47.20347);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031400
3FMTK3R7XM;Snohomish;Everett;WA;98208;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;44;185429268;POINT (-122.2247757 47.9156409);PUGET SOUND ENERGY INC;53061041607
1G1RC6E41C;King;Seattle;WA;98109;2012;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;36;229708902;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006701
1N4AZ1BV2N;King;Issaquah;WA;98029;2022;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;5;202497116;POINT (-121.9993659 47.5484866);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032220
KNDCE3LG0L;Clark;Vancouver;WA;98661;2020;KIA;NIRO;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;239;0;49;142794032;POINT (-122.641835 45.638545);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011042900
KM8K53AG5P;King;Seattle;WA;98125;2023;HYUNDAI;KONA ELECTRIC;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;229823282;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000900
YV4H60CX0P;King;Seattle;WA;98133;2023;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;46;229862097;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000300
5UXTS1C05L;Kitsap;Bainbridge Island;WA;98110;2020;BMW;X3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;0;23;109855994;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090800
WMEEJ9AA1F;King;Seattle;WA;98177;2015;SMART;FORTWO ELECTRIC DRIVE;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;68;0;32;123357692;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000500
SADHC2S10L;King;Issaquah;WA;98027;2020;JAGUAR;I-PACE;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;234;0;5;103766533;POINT (-122.03646 47.534065);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025006
WA1E2AFY2N;King;Seattle;WA;98177;2022;AUDI;Q5;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;22;0;32;202302166;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000500
3FMTK1RM0N;Clark;Vancouver;WA;98683;2022;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;17;224092592;POINT (-122.4853873 45.6083347);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041323
KNDPZDAH4P;King;Bothell;WA;98011;2023;KIA;SPORTAGE;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;34;0;1;235249990;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021905
1G1RD6S54J;King;Redmond;WA;98052;2018;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;0;48;257709539;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022606
1V25MPE82P;King;Kirkland;WA;98034;2023;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;1;252011700;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022203
5YJXCBE27K;King;Seattle;WA;98133;2019;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;0;32;230845016;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000402
5UXTS1C06M;King;Seattle;WA;98112;2021;BMW;X3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;0;43;148250672;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006300
WA15AAGE9R;King;Sammamish;WA;98075;2024;AUDI;Q8;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;257687587;POINT (-122.03309 47.58153);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032224
1G1FX6S01J;Thurston;Rainier;WA;98576;2018;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;2;158301209;POINT (-122.6898776 46.8908492);PUGET SOUND ENERGY INC;53067012530
YV4BR0DM3N;King;Seattle;WA;98125;2022;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;46;251602529;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001202
WA1F2AFY4P;King;Seattle;WA;98112;2023;AUDI;Q5 E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;23;0;43;229421622;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006300
JTJHKCFZ9R;King;Auburn;WA;98092;2024;LEXUS;NX;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;37;0;47;258516044;POINT (-122.1820969 47.3198995);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031207
KM8KRDAF9N;King;Shoreline;WA;98133;2022;HYUNDAI;IONIQ 5;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;32;193727383;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033021000
WAUCJBFW4N;King;Bellevue;WA;98004;2022;AUDI;E-TRON GT;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;255005488;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023805
2C4RC1S71P;King;Seatac;WA;98148;2023;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;33;238927314;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028500
WVGTMPE28N;Thurston;Olympia;WA;98501;2022;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;22;251100188;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067010100
YSMFD3KA0R;Clark;Washougal;WA;98671;2024;POLESTAR;PS2;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;14;259700556;POINT (-122.35465 45.58359);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040510
5YJXCDE27K;King;Kirkland;WA;98034;2019;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;0;1;233873720;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022300
YV4H60CX1P;Kitsap;Bainbridge Island;WA;98110;2023;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;23;232859105;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090800
1G1RB6S55H;King;Kirkland;WA;98033;2017;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;0;45;227283472;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022603
2C4RC1S7XP;Clark;Washougal;WA;98671;2023;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;18;241578466;POINT (-122.35465 45.58359);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040512
WBY8P6C5XK;Snohomish;Lake Stevens;WA;98258;2019;BMW;I3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;153;0;44;207098538;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052607
WBY43FK01R;King;North Bend;WA;98045;2024;BMW;I5;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;5;259128915;POINT (-121.7814012 47.4935316);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032704
4JGGM1CB2P;King;Seattle;WA;98178;2023;MERCEDES-BENZ;EQE-CLASS SUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;37;253361986;POINT (-122.234385 47.494545);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033011700
KMHC65LD6M;King;Renton;WA;98058;2021;HYUNDAI;IONIQ;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;29;0;11;192848281;POINT (-122.1298876 47.4451257);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031910
5YJSA1H1XF;King;Sammamish;WA;98074;2015;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;0;45;207495102;POINT (-122.0313266 47.6285782);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032225
3FMTK4SX4M;King;Issaquah;WA;98029;2021;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;5;235110431;POINT (-121.9993659 47.5484866);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032220
3MW39FS04P;King;Seattle;WA;98104;2023;BMW;330E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;20;0;37;255509243;POINT (-122.329075 47.6018);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009100
1V2FMPE87P;Snohomish;Everett;WA;98204;2023;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;21;232946577;POINT (-122.240535 47.91139);PUGET SOUND ENERGY INC;53061041901
5YJSA1E18G;Clark;Vancouver;WA;98664;2016;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;210;0;49;131597560;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041208
KL8CL6S01E;King;Bellevue;WA;98008;2014;CHEVROLET;SPARK;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;82;0;48;349419066;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023000
LPSED3KA3M;King;Bothell;WA;98011;2021;POLESTAR;PS2;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;233;0;1;180570736;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022001
5YJXCDE20K;Clark;Vancouver;WA;98684;2019;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;0;17;109892240;POINT (-122.51692 45.6228);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041319
JTDKAMFP9N;King;Seattle;WA;98122;2022;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;37;244246754;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007901
JM3KKBHA2R;King;Kirkland;WA;98033;2024;MAZDA;CX-90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;48;258258311;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022501
YV4ED3GL1P;King;Seattle;WA;98104;2023;VOLVO;C40;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;257143477;POINT (-122.329075 47.6018);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008401
1FMCU0LZ3N;Clark;Vancouver;WA;98686;2022;FORD;ESCAPE;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;17;198472837;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040812
WA12AAGE8P;King;Seattle;WA;98122;2023;AUDI;E-TRON;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;37;233619179;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008800
YV4BR00Z4N;Jefferson;Port Ludlow;WA;98365;2022;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;24;195797997;POINT (-122.6872285 47.9281524);BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY;53031950302
YV4H600N4P;King;Seattle;WA;98177;2023;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;32;238554172;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000500
WBY8P6C58K;King;Seattle;WA;98115;2019;BMW;I3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;153;0;43;259254397;POINT (-122.3185 47.67949);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033003601
1C4RJYE63P;King;Auburn;WA;98001;2023;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;47;245770780;POINT (-122.2849393 47.3384055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029902
1G1RH6E48D;King;Burien;WA;98168;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;34;192121443;POINT (-122.286465 47.476);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033027400
WVGTMPE21N;King;Redmond;WA;98052;2022;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;214750784;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032330
JTMFB3FV0P;King;Seattle;WA;98125;2023;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;0;46;252048744;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000601
7JRBR0FZ8M;King;North Bend;WA;98045;2021;VOLVO;S60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;22;0;5;148968053;POINT (-121.7814012 47.4935316);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032704
WP1AE2AY1P;Clark;Camas;WA;98607;2023;PORSCHE;CAYENNE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;0;18;237977127;POINT (-122.405565 45.59009);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040609
1V2JNPE88P;King;Redmond;WA;98052;2023;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;258911544;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022606
1C4RJXU66R;King;Seattle;WA;98109;2024;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;0;36;251356591;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007203
WMEEJ9AA7E;King;Seattle;WA;98102;2014;SMART;FORTWO ELECTRIC DRIVE;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;58;0;43;349158127;POINT (-122.32226 47.64058);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007501
W1KCG4EB8P;King;Bellevue;WA;98005;2023;MERCEDES-BENZ;EQS-CLASS SEDAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;231164419;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023701
1N4BZ1BV2M;King;Seattle;WA;98125;2021;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;240529719;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000101
1FTVW1EL0N;King;Renton;WA;98058;2022;FORD;F-150;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;11;227183323;POINT (-122.1298876 47.4451257);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031910
1G1FW6S08J;Thurston;Olympia;WA;98502;2018;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;22;159943437;POINT (-122.92145 47.045935);PUGET SOUND ENERGY INC;53067010600
WA1VAAGE1K;King;Seattle;WA;98112;2019;AUDI;E-TRON;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;204;0;43;326988385;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006400
YSMEG3KA6P;Clark;Vancouver;WA;98685;2023;POLESTAR;PS2;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;18;228184316;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040908
2C4RC1N72K;Clark;Vancouver;WA;98686;2019;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;39995;49;475664654;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040803
3FMTK1RM9N;King;Shoreline;WA;98133;2022;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;32;218997810;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020900
KNDCM3LD5J;Kitsap;Bainbridge Island;WA;98110;2018;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;23;124896355;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090800
YSMFD3KA3R;King;Seattle;WA;98107;2024;POLESTAR;PS2;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;257191021;POINT (-122.37815 47.66866);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004800
WDDVP9AB1E;King;Burien;WA;98166;2014;MERCEDES-BENZ;B-CLASS;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;87;0;34;168884124;POINT (-122.341345 47.465925);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033027800
